manufacturer,model,price,year,condition,cylinders,fuel,odometer,transmission,odometer_km
Toyota,Camry Hybrid Sedan,4900,2007,excellent,4 ,hybrid,197.0,automatic,317
Honda,Odyssey,8750,2011,,,gas,136742.0,automatic,220064
Honda,Civic,2500,2005,good,4 ,gas,303600.0,automatic,488595
Honda,Civic,4000,2008,good,4 ,gas,0.0,automatic,0
Toyota,Camry Hybrid Xle Sedan 4D,16590,2014,good,,gas,82584.0,other,132905
Toyota,Camry Le Sedan 4D,18590,2017,good,,gas,30223.0,other,48639
Honda,Cr-V Ex 4Dr Suv,8200,2010,,,gas,139324.0,automatic,224219
Toyota,Tacoma Access Cab,21990,2013,good,,other,77018.0,other,123948
Honda,Hr-V Ex Sport Utility 4D,18590,2018,good,,other,53628.0,other,86305
Toyota,Tacoma Access Cab Sr5,25990,2016,good,,other,79393.0,other,127770
Honda,Civic Ex 2Dr Coupe,990,2005,excellent,4 ,gas,297267.0,automatic,478403
Toyota,Tacoma Access Cab Sr5,26990,2020,good,,gas,8625.0,other,13880
Honda,Accord,6990,2010,excellent,4 ,gas,114977.0,automatic,185037
Toyota,Sienna,4550,2004,excellent,6 ,gas,206750.0,automatic,332731
Honda,Odyssey,5795,2009,,,gas,126259.0,automatic,203193
Honda,Crosstour Ex-L Sport,15590,2012,good,6 ,gas,93703.0,other,150799
Toyota,Avalon,3800,2006,good,6 ,gas,205500.0,automatic,330719
Toyota,Avalon Xle Premium,3600,2014,like new,6 ,gas,105000.0,automatic,168980
Honda,Civic Exl,8600,2014,excellent,4 ,gas,149000.0,automatic,239791
Honda,Accord Ex,4350,2007,fair,4 ,gas,145000.0,automatic,233354
Honda,Cr-V,7951,2009,,,gas,115641.0,automatic,186105
Honda,Crv,3800,1998,excellent,4 ,gas,170000.0,automatic,273587
Honda,Cr-V,12980,2012,,,gas,106000.0,automatic,170590
Honda,Civic Si Coupe 2D,24990,2018,good,,other,31547.0,other,50769
Toyota,Tacoma Access Cab Trd,34590,2017,good,6 ,gas,20097.0,other,32342
Toyota,Tundra Double Cab Sr,30990,2017,good,8 ,gas,41124.0,other,66182
Toyota,Tacoma Double Cab Pickup,27990,2012,good,6 ,gas,67245.0,other,108220
Honda,Civic Si Coupe 2D,26590,2020,good,,gas,9954.0,other,16019
Honda,Civic Ex Sedan 4D,24990,2020,good,,gas,307.0,other,494
Honda,Civic Lx Coupe 2D,19590,2018,good,,gas,35931.0,other,57825
Toyota,Tacoma Access Cab Pickup,27990,2014,good,,other,17805.0,other,28654
Toyota,Corolla,500,2014,,,gas,15000.0,automatic,24140
Toyota,4-Runner,19980,2012,,,gas,120000.0,automatic,193120
Toyota,Corolla,10980,2015,,,gas,136000.0,automatic,218870
Honda,Cr-V,13980,2013,,,gas,116000.0,automatic,186683
Toyota,Camry Se,21882,2019,like new,4 ,gas,42679.0,manual,68685
Toyota,Corolla,1150,1998,good,4 ,gas,160000.0,automatic,257494
Toyota,Solara Se,3400,1999,good,4 ,gas,88533.0,automatic,142479
Honda,Ridgeline 4X4,11999,2008,excellent,6 ,gas,138400.0,automatic,222732
Toyota,Camry Le 4 Door,5900,2007,,4 ,gas,78180.0,automatic,125818
Honda,Cr-V,8500,2009,,,gas,103000.0,automatic,165762
Honda,Accord,11500,2014,,,gas,116000.0,automatic,186683
Toyota,Sienna,0,2018,,,gas,95000.0,automatic,152887
Honda,Accord,0,2017,,,gas,33999.0,automatic,54715
Toyota,Mr2 Spyder Convertible,4299,2002,excellent,4 ,gas,200000.0,other,321868
Honda,Civic,9999,2015,,4 ,gas,29309.0,automatic,47168
Honda,Cr-V,11800,2015,excellent,4 ,gas,62000.0,automatic,99779
Toyota,Camry Le 4Dr Sedan 5A,6400,2009,,,gas,118885.0,automatic,191326
Honda,Fit,4800,2008,,4 ,gas,149466.0,automatic,240541
Honda,Odyssey,3600,2000,,6 ,gas,146114.0,automatic,235147
Honda,Crv Lx Awd,13999,2013,excellent,4 ,gas,60439.0,automatic,97266
Honda,Civic,9400,2013,good,4 ,gas,78980.0,automatic,127105
Honda,Civic,9400,2013,good,4 ,gas,89200.0,automatic,143553
Honda,Cr-V,2700,2002,good,4 ,gas,199400.0,automatic,320902
Honda,Civic Ex,3100,2006,excellent,4 ,gas,166000.0,automatic,267150
Toyota,Prius,4750,2007,excellent,4 ,hybrid,86735.0,automatic,139586
Toyota,Tacoma Sr5 4X4,14995,2002,excellent,4 ,gas,108000.0,manual,173808
Toyota,Tacoma,0,2016,,,gas,101857.0,automatic,163922
Honda,Cr-V,0,2018,,,gas,72014.0,automatic,115895
Honda,Civic Coupe,1,2001,fair,4 ,gas,168000.0,automatic,270369
Honda,Civic Sedan Touring,0,2017,good,,gas,54757.0,automatic,88122
Toyota,Prius Plug-In,10299,2014,excellent,4 ,hybrid,126730.0,automatic,203951
Toyota,Avalon Xle Premium Sedan,20990,2016,good,6 ,gas,41070.0,other,66095
Honda,Accord,0,2019,,,gas,25626.0,automatic,41240
Honda,Odyssey,18900,2015,excellent,6 ,gas,73584.0,automatic,118421
Honda,Accord,8500,2013,excellent,4 ,gas,115.0,automatic,185
Honda,Accord Sport,5900,2015,,,gas,100000.0,automatic,160934
Honda,Accord Lx,5500,2015,,,gas,83000.0,automatic,133575
Honda,Civic,15499,2019,,,gas,16130.0,automatic,25958
Honda,Accord Sport,10850,2015,excellent,4 ,gas,48716.0,automatic,78400
Honda,Accord,1600,2003,,,gas,73500.0,automatic,118286
Honda,Cr-V Ex L W/Navi 4Dr Suv,8700,2011,,,gas,158668.0,automatic,255350
Toyota,Camry,0,2017,,,gas,29140.0,automatic,46896
Honda,Pilot,4200,2003,,6 ,gas,159398.0,automatic,256525
Honda,Accord,1,2020,new,8 ,gas,23445.0,manual,37730
Honda,Civic,6995,2007,,4 ,gas,86000.0,automatic,138403
Honda,Accord,8795,2011,,4 ,gas,113000.0,automatic,181855
Toyota,Highlander,4000,2006,good,6 ,gas,216000.0,automatic,347617
Honda,Accord Ex,5000,2008,good,4 ,gas,153000.0,automatic,246229
Toyota,Prius V,9900,2012,,4 ,hybrid,140759.0,automatic,226529
Honda,Accord,9900,2014,,4 ,gas,73455.0,automatic,118214
Honda,Accord Ex-L V6 Coupe,800,2003,fair,,gas,194000.0,automatic,312211
Toyota,Prius,5700,2007,excellent,4 ,hybrid,67700.0,automatic,108952
Honda,Pilot Touring,4900,2009,excellent,,gas,173000.0,automatic,278415
Toyota,Sienna,3500,2002,excellent,6 ,gas,205000.0,automatic,329914
Toyota,4Runner,9500,2006,excellent,6 ,gas,188300.0,automatic,303038
Toyota,Rav4,0,2015,,,gas,129493.0,automatic,208398
Honda,Odyssey,8800,2010,,6 ,gas,106175.0,automatic,170871
Honda,Civic,350,2010,,,gas,100000.0,automatic,160934
Honda,Cr-V,11800,2015,excellent,4 ,gas,62000.0,automatic,99779
Toyota,Camry Le,1150,1994,good,,gas,193313.0,automatic,311106
Honda,Fit,4600,2008,,4 ,gas,179304.0,manual,288561
Honda,Element,4500,2007,like new,4 ,gas,227000.0,manual,365320
Toyota,Tacoma,0,2016,,,gas,101857.0,automatic,163922
Toyota,4Runner Sr5,7200,2004,good,8 ,gas,184650.0,automatic,297164
Toyota,Land Cruiser,22000,1996,excellent,6 ,gas,178000.0,automatic,286462
Honda,Civic Ex,4600,2004,,,gas,145000.0,automatic,233354
Toyota,Camry,4900,2009,,4 ,gas,203623.0,automatic,327698
Toyota,Tundra Crewmax Sr5 Pickup,33590,2014,good,,other,55251.0,other,88917
Honda,Civic Si Sedan 4D,25990,2019,good,,gas,25067.0,other,40341
Honda,Ridgeline Rtl Pickup 4D 5,31990,2018,good,,other,17369.0,other,27952
Honda,Crv,7500,2007,like new,4 ,gas,106000.0,automatic,170590
Honda,Cr-V,0,2019,,,gas,25626.0,automatic,41240
Honda,Element Ex,2650,2003,fair,,gas,208623.0,automatic,335745
Toyota,Corolla Le,4800,2007,good,4 ,gas,133000.0,automatic,214042
Honda,Accord,4600,2007,good,6 ,gas,131000.0,automatic,210823
Toyota,Prius,4800,2009,excellent,4 ,hybrid,130.0,automatic,209
Honda,Odyssey Ex-L,23950,2019,excellent,6 ,gas,18950.0,automatic,30496
Toyota,Highlander V6,6999,2005,excellent,6 ,gas,141785.0,automatic,228180
Toyota,Prius,9995,2014,like new,4 ,hybrid,99850.0,automatic,160692
Honda,Civic,3900,2009,good,4 ,gas,220000.0,automatic,354054
Honda,Accord Sdn,6995,2012,good,4 ,gas,173909.0,automatic,279878
Honda,Odyssey,4995,2010,good,6 ,gas,176878.0,automatic,284656
Toyota,Camry,0,2012,,4 ,gas,153577.0,automatic,247157
Honda,Pilot,5000,2004,,6 ,gas,142678.0,automatic,229617
Honda,Odyssey,0,2011,,6 ,gas,154838.0,automatic,249186
Toyota,Camry,3300,2002,,4 ,gas,125000.0,automatic,201167
Honda,Civic Sport,6750,2012,good,4 ,gas,123588.0,automatic,198895
Toyota,"Tundra Sr5 4Dr Double Cab 1-Owner*Rust Free*Only 112K Miles*New Water Pump & Timing Belt*New Bilstein-Toytec Lift*New 33"" Yokohama Tires*Like New In&Out*0-Accidents",25997,2006,,8 ,gas,112215.0,automatic,180592
Toyota,4Runner,13995,2005,excellent,6 ,gas,81991.0,automatic,131951
Toyota,Tundra,11995,2005,excellent,8 ,gas,197953.0,automatic,318573
Toyota,Land Cruiser,15995,2006,excellent,8 ,gas,199531.0,automatic,321113
Toyota,4Runner,11995,2006,excellent,6 ,gas,143402.0,automatic,230782
Toyota,Sequoia,16995,2011,excellent,8 ,gas,150225.0,automatic,241763
Toyota,Highlander,0,2015,,,gas,100000.0,automatic,160934
Toyota,Sequoia,8400,2005,,8 ,gas,171634.0,automatic,276217
Toyota,Rav4,21900,2017,,4 ,gas,25617.0,automatic,41226
Toyota,Previa,3995,1991,excellent,4 ,gas,168000.0,automatic,270369
Honda,Accord,8999,2010,good,4 ,gas,119043.0,automatic,191580
Toyota,Corolla,6900,2011,good,4 ,gas,148265.0,automatic,238608
Honda,Civic,6500,2010,good,4 ,gas,146424.0,automatic,235646
Toyota,Corolla,5700,2009,good,4 ,gas,161792.0,automatic,260378
Toyota,Tacoma,0,2008,,,gas,146600.0,automatic,235929
Toyota,Sienna,13750,2006,excellent,,gas,131000.0,automatic,210823
Honda,Odyssey,13500,2012,,6 ,gas,111841.0,automatic,179990
Honda,Odyssey,12900,2011,,6 ,gas,99217.0,automatic,159673
Honda,Odyssey,6900,2007,,6 ,gas,85000.0,automatic,136793
Toyota,Rav4,14900,2013,,4 ,gas,122319.0,automatic,196852
Honda,Accord,7900,2007,,4 ,gas,118670.0,manual,190980
Toyota,Avalon Xls,4995,2003,,,gas,167100.0,automatic,268920
Toyota,Camry,6995,2007,good,4 ,gas,119132.0,automatic,191723
Toyota,Camry,5780,2008,,4 ,gas,188220.0,automatic,302909
Honda,Odyssey,18900,2015,excellent,6 ,gas,73584.0,automatic,118421
Honda,Civic,10900,2013,,4 ,gas,122325.0,manual,196862
Honda,Fit,3600,2008,,4 ,gas,150694.0,automatic,242517
Toyota,Prius C,3099,2013,salvage,,gas,60000.0,automatic,96560
Honda,Civic,15400,2015,excellent,4 ,gas,5497.0,automatic,8846
Honda,Civic,9800,2011,excellent,4 ,gas,21400.0,automatic,34439
Honda,Odyssey,3900,2007,excellent,,gas,178.0,automatic,286
Toyota,Camry Le 4Dr Sedan,4300,2005,good,4 ,gas,154540.0,automatic,248707
Honda,Pilot,12995,2011,excellent,6 ,gas,140472.0,automatic,226067
Toyota,"Tundra Sr5 4Dr 1-Oregon Owner*0-Rust*Never Off Road*New Timing Belt&Water Pump*New Bilstein-Toytec Lift*New 33"" Yokohama Geolanders*New Oem 17""Toyota Wheels*Leer Canopy",24997,2005,,8 ,gas,109562.0,automatic,176322
Toyota,Prius V,9900,2012,,4 ,hybrid,140759.0,automatic,226529
Honda,Accord,9900,2014,,4 ,gas,73455.0,automatic,118214
Honda,Accord,14995,2017,,,gas,76211.0,automatic,122649
Toyota,Camry Xle,4490,2007,excellent,6 ,gas,235000.0,automatic,378194
Honda,Cr-V,12500,2015,excellent,4 ,gas,62000.0,automatic,99779
Toyota,Sienna,2750,2005,,,gas,128052.0,automatic,206079
Honda,Odyssey,6490,2007,good,,gas,146142.0,automatic,235192
Honda,Civic,6500,2014,good,,gas,63776.0,automatic,102637
Toyota,Land Cruiser,8000,1963,,,gas,1000.0,manual,1609
Honda,Accord,5000,2009,,,gas,139000.0,automatic,223698
Toyota,Prius,5995,2008,excellent,,gas,198020.0,automatic,318681
Toyota,Yaris,6300,2011,excellent,,gas,121600.0,automatic,195695
Honda,Cr-V,6500,2008,,4 ,gas,168362.0,automatic,270951
Honda,Accord,6300,2011,good,6 ,gas,132000.0,automatic,212432
Honda,Civic,5900,2009,good,4 ,gas,112000.0,automatic,180246
Honda,Civic,11800,2015,good,4 ,gas,63777.0,automatic,102638
Honda,Civic,9400,2013,good,4 ,gas,78980.0,automatic,127105
Honda,Cr-V,9900,2012,excellent,4 ,gas,132900.0,automatic,213881
Honda,S2000,0,2000,,4 ,gas,1.0,manual,1
Honda,Accord,4500,2010,,4 ,gas,112000.0,automatic,180246
Honda,Element Ex Awd,6500,2004,excellent,4 ,gas,142118.0,automatic,228716
Honda,Civic,6700,2012,excellent,4 ,gas,154400.0,automatic,248482
Toyota,Camry,4900,2009,,4 ,gas,203623.0,automatic,327698
Honda,Pilot,11399,2012,,,gas,103574.0,automatic,166685
Honda,Accord,7300,2008,excellent,4 ,gas,100991.0,automatic,162528
Toyota,Camry,6595,2010,,,gas,145800.0,automatic,234641
Toyota,Corolla,0,2018,,,gas,59493.0,automatic,95744
Honda,Odyssey,5400,2008,,6 ,gas,149932.0,automatic,241291
Toyota,Sequoia,0,2007,,8 ,gas,137567.0,automatic,221392
Honda,Accord Lx 4Dr Sedan 5A,7100,2011,,,gas,129403.0,automatic,208253
Toyota,Sienna,16499,2012,like new,6 ,gas,96000.0,automatic,154496
Honda,Civic,3300,2005,,4 ,gas,154804.0,automatic,249132
Honda,Accord,2900,2000,,4 ,gas,199600.0,automatic,321224
Toyota,Prius,4700,2007,,4 ,hybrid,147644.0,other,237609
Honda,Odyssey Ex-L,15950,2016,excellent,6 ,gas,76509.0,automatic,123128
Toyota,Camry,0,2012,,,other,164411.0,automatic,264593
Honda,Cr-V Lx 4Wd,4500,2007,,4 ,gas,223150.0,automatic,359124
Honda,Civic,9400,2013,good,4 ,gas,89200.0,automatic,143553
Honda,Civic Type R,41000,2019,like new,4 ,gas,5500.0,manual,8851
Toyota,Camry,3695,2009,good,4 ,gas,165223.0,automatic,265899
Honda,Odyssey,6999,2005,like new,6 ,gas,102112.0,automatic,164332
Honda,Odyssey,5500,2006,good,6 ,gas,120547.0,automatic,194001
Honda,Accord,9000,2016,,,gas,175000.0,automatic,281634
Toyota,Sequoia,8400,2005,,8 ,gas,171634.0,automatic,276217
Honda,Civic,17900,2020,,4 ,gas,3875.0,automatic,6236
Toyota,Rav4,21900,2017,,4 ,gas,25617.0,automatic,41226
Toyota,Camry,8500,2009,good,4 ,gas,37407.0,automatic,60200
Toyota,Camry,17900,2018,,4 ,gas,26228.0,automatic,42209
Honda,Odyssey,13500,2012,,6 ,gas,111841.0,automatic,179990
Toyota,Corolla,8900,2016,good,4 ,gas,49521.0,automatic,79696
Toyota,Tundra 4Wd Truck,16995,2008,excellent,8 ,gas,170416.0,automatic,274257
Toyota,Tundra,15995,2006,excellent,8 ,gas,142489.0,automatic,229313
Honda,Odyssey,12900,2011,,6 ,gas,99217.0,automatic,159673
Toyota,Rav4,14900,2013,,4 ,gas,122319.0,automatic,196852
Honda,Accord,7900,2007,,4 ,gas,118670.0,manual,190980
Honda,Crv Ex,7750,2007,excellent,4 ,gas,133000.0,automatic,214042
Toyota,Corolla Le 4Dr Sedan 4A,8250,2012,,,gas,119331.0,automatic,192044
Honda,Pilot,4900,2006,,6 ,gas,193038.0,automatic,310663
Honda,Civic,15400,2015,excellent,4 ,gas,5497.0,automatic,8846
Honda,Civic,9800,2011,excellent,4 ,gas,21400.0,automatic,34439
Toyota,Prius,5995,2011,,,gas,206996.0,automatic,333126
Honda,Accord Hybrid,24299,2019,excellent,4 ,hybrid,32000.0,automatic,51498
Toyota,Camry,10000,2013,,4 ,gas,57000.0,automatic,91732
Toyota,Prius V,9900,2012,,4 ,hybrid,140759.0,automatic,226529
Honda,Accord,9900,2014,,4 ,gas,73455.0,automatic,118214
Toyota,Corolla,4995,2008,good,4 ,gas,109159.0,manual,175673
Honda,Accord Ex,2300,2004,good,6 ,gas,214000.0,automatic,344398
Honda,Element,6499,2004,excellent,4 ,gas,181830.0,automatic,292626
Toyota,Tacoma,16995,2012,excellent,4 ,gas,121585.0,manual,195671
Toyota,Tundra,15995,2006,excellent,8 ,gas,142489.0,automatic,229313
Toyota,4Runner,8995,2003,excellent,8 ,gas,157580.0,automatic,253599
Toyota,4Runner,12995,2007,excellent,6 ,gas,117515.0,automatic,189121
Toyota,4Runner,14995,2008,excellent,6 ,gas,131306.0,automatic,211315
Honda,Pilot,499,2017,,,gas,82393.0,automatic,132598
Honda,Accord,499,2018,,,gas,42209.0,automatic,67928
Toyota,Prius,3450,2006,good,4 ,hybrid,196000.0,automatic,315430
Honda,Civic,5900,2009,good,4 ,gas,112000.0,automatic,180246
Honda,Civic,11800,2015,good,4 ,gas,63777.0,automatic,102638
Honda,Civic,9400,2013,good,4 ,gas,78980.0,automatic,127105
Toyota,Prius,4900,2009,excellent,4 ,hybrid,162422.0,automatic,261392
Toyota,Matrix,3999,2006,,,gas,141000.0,automatic,226916
Honda,Civic,3900,2009,,,gas,220000.0,automatic,354054
Toyota,Camry,4900,2009,,4 ,gas,203623.0,automatic,327698
Toyota,Tacoma,0,2008,,,gas,146600.0,automatic,235929
Toyota,Camry Xle,4600,2003,,,gas,159000.0,automatic,255885
Toyota,Tacoma Trd Off Road,39900,2017,like new,6 ,gas,43000.0,automatic,69201
Honda,Civic,8499,2011,good,4 ,gas,86426.0,manual,139088
Honda,Fit Sport,3599,2007,good,4 ,gas,160000.0,manual,257494
Toyota,Scion Ia,7700,2016,,,gas,133000.0,automatic,214042
Toyota,Prius,8100,2013,excellent,4 ,gas,143000.0,automatic,230135
Toyota,Avalon Xl,4495,2000,,,gas,171539.0,automatic,276064
Toyota,Sequoia,8400,2005,,8 ,gas,171634.0,automatic,276217
Honda,Civic,17900,2020,,4 ,gas,3875.0,automatic,6236
Toyota,Rav4,21900,2017,,4 ,gas,25617.0,automatic,41226
Honda,Accord,5450,2007,excellent,6 ,gas,114097.0,automatic,183620
Toyota,Camry,0,2021,,,gas,1305.0,automatic,2100
Toyota,Camry,17900,2018,,4 ,gas,26228.0,automatic,42209
Honda,Odyssey,13500,2012,,6 ,gas,111841.0,automatic,179990
Toyota,Camry,7000,2009,,4 ,gas,79790.0,automatic,128409
Honda,Civic,3300,2005,,4 ,gas,186757.0,automatic,300555
Honda,Odyssey,6500,2010,,6 ,gas,176266.0,automatic,283671
Honda,Odyssey,12900,2011,,6 ,gas,99217.0,automatic,159673
Toyota,Tundra Crewmax Sr5 Pickup,38990,2019,good,8 ,gas,15520.0,other,24976
Honda,Ridgeline Sport Pickup 4D,30590,2019,good,,other,23645.0,other,38052
Toyota,Rav4,14900,2013,,4 ,gas,122319.0,automatic,196852
Honda,Accord,7900,2007,,4 ,gas,118670.0,manual,190980
Toyota,Prius,9999,2013,,,gas,53995.0,automatic,86896
Toyota,Tacoma,8500,2011,fair,4 ,gas,174000.0,manual,280025
Honda,Civic,6950,2011,excellent,,gas,130000.0,automatic,209214
Toyota,Prius,98772,2013,excellent,4 ,gas,89000.0,automatic,143231
Honda,Accord,0,2009,,,gas,91014.0,automatic,146472
Honda,Fit,5500,2011,excellent,4 ,gas,128000.0,automatic,205995
Honda,Civic,9400,2013,good,4 ,gas,89200.0,automatic,143553
Honda,Accord,8200,2014,excellent,4 ,gas,56000.0,automatic,90123
Toyota,Scion Tc,8790,2012,excellent,4 ,gas,93500.0,manual,150473
Honda,Accord Cpe,6395,2011,good,4 ,gas,133413.0,automatic,214706
Toyota,Venza,13499,2014,excellent,6 ,gas,62000.0,automatic,99779
Honda,Accord,14200,2015,good,6 ,gas,92000.0,automatic,148059
Honda,Accord,1700,2003,,,gas,187777.0,automatic,302197
Toyota,Sienna Le Minivan,3999,2007,like new,6 ,gas,231522.0,automatic,372597
Toyota,Sienna,5900,2010,excellent,,gas,154000.0,automatic,247838
Honda,Crv Se,3500,2000,good,4 ,gas,134500.0,automatic,216456
Toyota,Prius V,9900,2012,,4 ,hybrid,140759.0,automatic,226529
Honda,Accord,9900,2014,,4 ,gas,73455.0,automatic,118214
Toyota,Corolla,0,2017,,,gas,51499.0,automatic,82879
Toyota,Fj Cruiser,13999,2008,good,6 ,gas,154304.0,automatic,248327
Honda,Accord,7999,2012,good,4 ,gas,129329.0,automatic,208134
Toyota,Camry,9999,2012,good,4 ,gas,116854.0,automatic,188057
Honda,Civic,8499,2011,good,4 ,gas,86426.0,manual,139088
Toyota,Corolla Hatchback Xse 4D,23990,2020,good,,gas,3112.0,other,5008
Toyota,4Runner Sr5,2000,1998,fair,6 ,gas,240000.0,automatic,386241
Honda,Accord,3600,2002,,4 ,gas,166148.0,automatic,267388
Honda,Cr-V Lx,7295,2009,,4 ,gas,166670.0,automatic,268228
Honda,Odyssey,6500,2008,good,6 ,gas,129117.0,automatic,207793
Honda,Cr-V,10000,2014,good,,gas,85849.0,automatic,138160
Toyota,Corolla,0,2017,,,gas,12047.0,automatic,19387
Toyota,Highlander Hybrid,6950,2007,good,6 ,gas,137981.0,automatic,222058
Toyota,Prius,3300,2005,good,4 ,hybrid,159603.0,automatic,256855
Toyota,Prius C Hybrid,9999,2016,like new,4 ,hybrid,31920.0,automatic,51370
Honda,Civic,15500,2015,excellent,4 ,gas,5497.0,automatic,8846
Honda,Civic,9800,2011,excellent,4 ,gas,21400.0,automatic,34439
Toyota,Camry,15700,2015,excellent,4 ,gas,65000.0,automatic,104607
Toyota,Sequoia,16495,2012,,,gas,182942.0,automatic,294415
Toyota,4Runner,13995,2005,excellent,6 ,gas,81991.0,automatic,131951
Toyota,Prius,8995,2014,like new,4 ,hybrid,110000.0,automatic,177027
Toyota,Camry,4900,2009,,4 ,gas,203623.0,automatic,327698
Toyota,Sienna,0,2018,,6 ,gas,54000.0,automatic,86904
Toyota,Celica Gt Convertible,2000,1987,good,4 ,gas,182200.0,manual,293221
Toyota,Avalon Xls,3700,2002,good,6 ,gas,194950.0,automatic,313740
Honda,Cr-V,7501,2008,,,gas,129760.0,automatic,208827
Toyota,Prius,7300,2012,,,hybrid,152000.0,automatic,244619
Toyota,Camry,13395,2014,excellent,,gas,69949.0,automatic,112571
Honda,Civic,2600,2003,,4 ,gas,245136.0,manual,394507
Honda,Odyssey,4300,2008,,6 ,gas,195607.0,automatic,314798
Honda,Cr-V,0,2006,,,other,167410.0,automatic,269419
Honda,Civic,5900,2009,good,4 ,gas,112000.0,automatic,180246
Honda,Civic,11800,2015,good,4 ,gas,63777.0,automatic,102638
Honda,Civic,9400,2013,good,4 ,gas,78980.0,automatic,127105
Toyota,Scion Xb,7000,2011,excellent,4 ,gas,110000.0,automatic,177027
Toyota,Highlander Hybrid Limited,6700,2006,excellent,6 ,hybrid,141110.0,automatic,227093
Honda,Accord Lx,3500,2005,good,4 ,gas,160759.0,automatic,258715
Honda,Civic Lx,5480,2013,,4 ,gas,214020.0,automatic,344430
Toyota,4Runner Sr5 Premium 25K In Add Ons And Modifications * Overland 4X4 Ready* All Keys*Remote Start* Full Icon Lift Set Up* Full Gobi Roof Rack Set Up W/ Tent* Upgraded Sound,42997,2015,,6 ,gas,79355.0,automatic,127709
Honda,Pilot,7500,2010,,,gas,160000.0,automatic,257494
Honda,Fit,3900,2009,excellent,4 ,gas,145000.0,manual,233354
Honda,Accord Sport,18346,2013,excellent,4 ,gas,28237.0,automatic,45442
Honda,Accord,14999,2015,excellent,4 ,gas,51780.0,automatic,83331
Toyota,Sequoia,8400,2005,,8 ,gas,171634.0,automatic,276217
Honda,Civic,17900,2020,,4 ,gas,3875.0,automatic,6236
Toyota,Rav4,21900,2017,,4 ,gas,25617.0,automatic,41226
Toyota,Camry,3695,2009,good,4 ,gas,165223.0,automatic,265899
Honda,Odyssey,4995,2010,good,6 ,gas,176878.0,automatic,284656
Honda,Accord,2250,2005,,,gas,201122.0,automatic,323673
Honda,Accord,9499,2012,good,4 ,gas,95492.0,automatic,153679
Toyota,Rav4,14900,2013,,4 ,gas,122319.0,automatic,196852
Honda,Accord,7900,2007,,4 ,gas,118670.0,manual,190980
Toyota,Camry,11117,2013,,,gas,130995.0,automatic,210815
Toyota,Echo,3200,2001,excellent,4 ,gas,155420.0,automatic,250123
Honda,Civic,5400,2006,,4 ,gas,135643.0,automatic,218295
Honda,Odyssey,4400,2005,,6 ,gas,132981.0,automatic,214011
Toyota,Highlander,3800,2004,,6 ,gas,208534.0,automatic,335602
Toyota,Rav4,0,2015,,,gas,129493.0,automatic,208398
Toyota,Prius,4999,2009,like new,4 ,hybrid,138518.0,automatic,222922
Toyota,"Tacoma V6 4Dr Double Cab 1-Oregon Owner* Rust & Accident Free*Timing Belt Service Done*New Full Buid*Bilstein Lift*New 33""Yokohama Goo3*New 17""Mk6 Wheels*Like New In & Out",25997,2004,,6 ,gas,155503.0,automatic,250257
